"Step","fold5_alpha0.4_beta0.6_gamma2 - val-Aorta","fold5_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-IMA","fold5_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold5_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold5_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold5_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold5_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold5_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold5_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-Aorta","fold4_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-IMA","fold4_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold4_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold4_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold4_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold4_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold4_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold4_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-Aorta","fold3_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-IMA","fold3_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold3_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold3_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold3_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold3_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold3_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold3_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-Aorta","fold2_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-IMA","fold2_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold2_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold2_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold2_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold2_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold2_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold2_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-Aorta","fold1_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-IMA","fold1_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold1_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold1_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold1_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold1_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold1_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold1_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX"
"11","0.7501640915870667","0.7501640915870667","0.7501640915870667","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.12290837615728378","0.12290837615728378","0.12290837615728378","0","0","0","0.02500000037252903","0.02500000037252903","0.02500000037252903","0","0","0","0.01121311355382204","0.01121311355382204","0.01121311355382204","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.8039393424987793","0.8039393424987793","0.8039393424987793","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.1833205372095108","0.1833205372095108","0.1833205372095108","0.1477104127407074","0.1477104127407074","0.1477104127407074","0","0","0","0.0006322578410618007","0.0006322578410618007","0.0006322578410618007","0.05288717895746231","0.05288717895746231","0.05288717895746231","0","0","0","0.7212619185447693","0.7212619185447693","0.7212619185447693","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.04663243889808655","0.04663243889808655","0.04663243889808655","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.7262885570526123","0.7262885570526123","0.7262885570526123","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.12437482178211212","0.12437482178211212","0.12437482178211212","0","0","0","0","0","0","0.023336956277489662","0.023336956277489662","0.023336956277489662","0","0","0","0","0","0","0.6201362609863281","0.6201362609863281","0.6201362609863281","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.04413268715143204","0.04413268715143204","0.04413268715143204","0","0","0","0","0","0","0","0","0","0.00036660576006397605","0.00036660576006397605","0.00036660576006397605","0","0","0"
"12","0.6806091666221619","0.6806091666221619","0.6806091666221619","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.02745829150080681","0.02745829150080681","0.02745829150080681","0.004894254729151726","0.004894254729151726","0.004894254729151726","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.05156044289469719","0.05156044289469719","0.05156044289469719","0.04336696118116379","0.04336696118116379","0.04336696118116379","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.8341970443725586","0.8341970443725586","0.8341970443725586","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.1881139576435089","0.1881139576435089","0.1881139576435089","0.0531071238219738","0.0531071238219738","0.0531071238219738","0","0","0","0.025437980890274048","0.025437980890274048","0.025437980890274048","0","0","0","0","0","0","0.8020339608192444","0.8020339608192444","0.8020339608192444","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.17328010499477386","0.17328010499477386","0.17328010499477386","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.7950756549835205","0.7950756549835205","0.7950756549835205","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.20557920634746552","0.20557920634746552","0.20557920634746552","0.011869797483086586","0.011869797483086586","0.011869797483086586","0","0","0","0.07514884322881699","0.07514884322881699","0.07514884322881699","0","0","0","0","0","0","0.5015956163406372","0.5015956163406372","0.5015956163406372","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.0005009508458897471","0.0005009508458897471","0.0005009508458897471","0.000007829627975297626","0.000007829627975297626","0.000007829627975297626","0","0","0","0","0","0","0.004549749195575714","0.004549749195575714","0.004549749195575714","0","0","0"
"13","0.8051732182502747","0.8051732182502747","0.8051732182502747","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.14163804054260254","0.14163804054260254","0.14163804054260254","0","0","0","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.14830707013607025","0.14830707013607025","0.14830707013607025","0.23880010843276978","0.23880010843276978","0.23880010843276978","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.7468937635421753","0.7468937635421753","0.7468937635421753","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.21579071879386902","0.21579071879386902","0.21579071879386902","0.07984630018472672","0.07984630018472672","0.07984630018472672","0","0","0","0","0","0","0.11808276176452637","0.11808276176452637","0.11808276176452637","0","0","0","0.7605794072151184","0.7605794072151184","0.7605794072151184","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.2727702558040619","0.2727702558040619","0.2727702558040619","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02503487654030323","0.02503487654030323","0.02503487654030323","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.8004921078681946","0.8004921078681946","0.8004921078681946","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.07682295143604279","0.07682295143604279","0.07682295143604279","0.000656821473967284","0.000656821473967284","0.000656821473967284","0","0","0","0.07823098450899124","0.07823098450899124","0.07823098450899124","0.011894741095602512","0.011894741095602512","0.011894741095602512","0","0","0","0.7188229560852051","0.7188229560852051","0.7188229560852051","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.10348313301801682","0.10348313301801682","0.10348313301801682","0","0","0","0","0","0","0","0","0","0.023466255515813828","0.023466255515813828","0.023466255515813828","0","0","0"
"14","0.8348367214202881","0.8348367214202881","0.8348367214202881","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.10833791643381119","0.10833791643381119","0.10833791643381119","0.0000244498787651537","0.0000244498787651537","0.0000244498787651537","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.3156700134277344","0.3156700134277344","0.3156700134277344","0.3177963197231293","0.3177963197231293","0.3177963197231293","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.7883588075637817","0.7883588075637817","0.7883588075637817","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.10977587848901749","0.10977587848901749","0.10977587848901749","0.037125781178474426","0.037125781178474426","0.037125781178474426","0","0","0","0","0","0","0","0","0","0","0","0","0.8290995359420776","0.8290995359420776","0.8290995359420776","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.18054376542568207","0.18054376542568207","0.18054376542568207","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.04350760206580162","0.04350760206580162","0.04350760206580162","0.04613233357667923","0.04613233357667923","0.04613233357667923","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.7983378171920776","0.7983378171920776","0.7983378171920776","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.11913377791643143","0.11913377791643143","0.11913377791643143","0.00024103645409923047","0.00024103645409923047","0.00024103645409923047","0","0","0","0.3392132520675659","0.3392132520675659","0.3392132520675659","0.05495484173297882","0.05495484173297882","0.05495484173297882","0","0","0","0.7574242353439331","0.7574242353439331","0.7574242353439331","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.0418025366961956","0.0418025366961956","0.0418025366961956","0","0","0","0","0","0","0","0","0","0.033747654408216476","0.033747654408216476","0.033747654408216476","0","0","0"
"15","0.8302438259124756","0.8302438259124756","0.8302438259124756","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.03632853180170059","0.03632853180170059","0.03632853180170059","0","0","0","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.20441946387290955","0.20441946387290955","0.20441946387290955","0.02213727869093418","0.02213727869093418","0.02213727869093418","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.8217587471008301","0.8217587471008301","0.8217587471008301","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.1985747218132019","0.1985747218132019","0.1985747218132019","0.07685306668281555","0.07685306668281555","0.07685306668281555","0","0","0","0.03553711995482445","0.03553711995482445","0.03553711995482445","0.11264941096305847","0.11264941096305847","0.11264941096305847","0","0","0","0.8296600580215454","0.8296600580215454","0.8296600580215454","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.44101381301879883","0.44101381301879883","0.44101381301879883","0.19259946048259735","0.19259946048259735","0.19259946048259735","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.07260299474000931","0.07260299474000931","0.07260299474000931","0.09651322662830353","0.09651322662830353","0.09651322662830353","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.8332828283309937","0.8332828283309937","0.8332828283309937","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.23451349139213562","0.23451349139213562","0.23451349139213562","0.023150406777858734","0.023150406777858734","0.023150406777858734","0","0","0","0.10153753310441971","0.10153753310441971","0.10153753310441971","0.15740609169006348","0.15740609169006348","0.15740609169006348","0","0","0","0.5360944271087646","0.5360944271087646","0.5360944271087646","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.09139637649059296","0.09139637649059296","0.09139637649059296","0","0","0","0","0","0","0.0015908741625025868","0.0015908741625025868","0.0015908741625025868","0.0783763974905014","0.0783763974905014","0.0783763974905014","0","0","0"
"16","0.832351803779602","0.832351803779602","0.832351803779602","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.3240501582622528","0.3240501582622528","0.3240501582622528","0.21294988691806793","0.21294988691806793","0.21294988691806793","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.15697047114372253","0.15697047114372253","0.15697047114372253","0.05980301648378372","0.05980301648378372","0.05980301648378372","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.8354116082191467","0.8354116082191467","0.8354116082191467","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.2282547652721405","0.2282547652721405","0.2282547652721405","0.14550693333148956","0.14550693333148956","0.14550693333148956","0","0","0","0.32130181789398193","0.32130181789398193","0.32130181789398193","0.1476937234401703","0.1476937234401703","0.1476937234401703","0","0","0","0.8308215737342834","0.8308215737342834","0.8308215737342834","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.4003697335720062","0.4003697335720062","0.4003697335720062","0.1736612319946289","0.1736612319946289","0.1736612319946289","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.1294204592704773","0.1294204592704773","0.1294204592704773","0.05481017008423805","0.05481017008423805","0.05481017008423805","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.8136904835700989","0.8136904835700989","0.8136904835700989","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.23312734067440033","0.23312734067440033","0.23312734067440033","0.01703917421400547","0.01703917421400547","0.01703917421400547","0","0","0","0.42016085982322693","0.42016085982322693","0.42016085982322693","0.29703378677368164","0.29703378677368164","0.29703378677368164","0","0","0","0.7747451066970825","0.7747451066970825","0.7747451066970825","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.15802410244941711","0.15802410244941711","0.15802410244941711","0.07134941965341568","0.07134941965341568","0.07134941965341568","0","0","0","0.07951604574918747","0.07951604574918747","0.07951604574918747","0.07133804261684418","0.07133804261684418","0.07133804261684418","0","0","0"
"17","0.7949656844139099","0.7949656844139099","0.7949656844139099","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.30026257038116455","0.30026257038116455","0.30026257038116455","0.002990772482007742","0.002990772482007742","0.002990772482007742","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.11983785033226013","0.11983785033226013","0.11983785033226013","0.2686660885810852","0.2686660885810852","0.2686660885810852","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.8196017146110535","0.8196017146110535","0.8196017146110535","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.3686791658401489","0.3686791658401489","0.3686791658401489","0.19947519898414612","0.19947519898414612","0.19947519898414612","0","0","0","0.34526294469833374","0.34526294469833374","0.34526294469833374","0.2950893044471741","0.2950893044471741","0.2950893044471741","0","0","0","0.8434588313102722","0.8434588313102722","0.8434588313102722","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.3589918911457062","0.3589918911457062","0.3589918911457062","0.2982746362686157","0.2982746362686157","0.2982746362686157","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.07022035121917725","0.07022035121917725","0.07022035121917725","0.1486530900001526","0.1486530900001526","0.1486530900001526","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.7806264162063599","0.7806264162063599","0.7806264162063599","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.08177070319652557","0.08177070319652557","0.08177070319652557","0.1511535793542862","0.1511535793542862","0.1511535793542862","0","0","0","0.11282177269458771","0.11282177269458771","0.11282177269458771","0.0009476076811552048","0.0009476076811552048","0.0009476076811552048","0","0","0","0.7735441327095032","0.7735441327095032","0.7735441327095032","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.0607539564371109","0.0607539564371109","0.0607539564371109","0.000007829627975297626","0.000007829627975297626","0.000007829627975297626","0","0","0","0.15362851321697235","0.15362851321697235","0.15362851321697235","0.03719789534807205","0.03719789534807205","0.03719789534807205","0","0","0"
"18","0.8428903818130493","0.8428903818130493","0.8428903818130493","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.40942201018333435","0.40942201018333435","0.40942201018333435","0","0","0","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.4088790714740753","0.4088790714740753","0.4088790714740753","0.2296152114868164","0.2296152114868164","0.2296152114868164","0.05032205581665039","0.05032205581665039","0.05032205581665039","0.8556837439537048","0.8556837439537048","0.8556837439537048","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.49270206689834595","0.49270206689834595","0.49270206689834595","0.12014845013618469","0.12014845013618469","0.12014845013618469","0","0","0","0.5311636328697205","0.5311636328697205","0.5311636328697205","0.3865247666835785","0.3865247666835785","0.3865247666835785","0","0","0","0.8363562226295471","0.8363562226295471","0.8363562226295471","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.5147632956504822","0.5147632956504822","0.5147632956504822","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.41862308979034424","0.41862308979034424","0.41862308979034424","0.3710954189300537","0.3710954189300537","0.3710954189300537","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.7189512848854065","0.7189512848854065","0.7189512848854065","0.07500000298023224","0.07500000298023224","0.07500000298023224","0.25579702854156494","0.25579702854156494","0.25579702854156494","0.0562489777803421","0.0562489777803421","0.0562489777803421","0","0","0","0.30619463324546814","0.30619463324546814","0.30619463324546814","0.26890480518341064","0.26890480518341064","0.26890480518341064","0","0","0","0.7575995922088623","0.7575995922088623","0.7575995922088623","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.1441907435655594","0.1441907435655594","0.1441907435655594","0","0","0","0","0","0","0.24681559205055237","0.24681559205055237","0.24681559205055237","0.24618181586265564","0.24618181586265564","0.24618181586265564","0","0","0"
"19","0.8677178621292114","0.8677178621292114","0.8677178621292114","0.06304088234901428","0.06304088234901428","0.06304088234901428","0.4381052851676941","0.4381052851676941","0.4381052851676941","0.000018580452888272703","0.000018580452888272703","0.000018580452888272703","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.46357840299606323","0.46357840299606323","0.46357840299606323","0.28050410747528076","0.28050410747528076","0.28050410747528076","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.8355244994163513","0.8355244994163513","0.8355244994163513","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.5459928512573242","0.5459928512573242","0.5459928512573242","0.41443610191345215","0.41443610191345215","0.41443610191345215","0","0","0","0.46527352929115295","0.46527352929115295","0.46527352929115295","0.2898516058921814","0.2898516058921814","0.2898516058921814","0","0","0","0.8586798310279846","0.8586798310279846","0.8586798310279846","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.47056761384010315","0.47056761384010315","0.47056761384010315","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.4068954586982727","0.4068954586982727","0.4068954586982727","0.33675122261047363","0.33675122261047363","0.33675122261047363","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.8558292984962463","0.8558292984962463","0.8558292984962463","0.08673606067895889","0.08673606067895889","0.08673606067895889","0.3562634587287903","0.3562634587287903","0.3562634587287903","0.22530046105384827","0.22530046105384827","0.22530046105384827","0","0","0","0.3943667709827423","0.3943667709827423","0.3943667709827423","0.00911692250519991","0.00911692250519991","0.00911692250519991","0","0","0","0.6344592571258545","0.6344592571258545","0.6344592571258545","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.027652721852064133","0.027652721852064133","0.027652721852064133","0.015295896679162979","0.015295896679162979","0.015295896679162979","0","0","0","0.17495465278625488","0.17495465278625488","0.17495465278625488","0.25827986001968384","0.25827986001968384","0.25827986001968384","0","0","0"
"20","0.7680485248565674","0.7680485248565674","0.7680485248565674","0.053113553673028946","0.053113553673028946","0.053113553673028946","0.4190952479839325","0.4190952479839325","0.4190952479839325","0.27112847566604614","0.27112847566604614","0.27112847566604614","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.5054251551628113","0.5054251551628113","0.5054251551628113","0.3731966018676758","0.3731966018676758","0.3731966018676758","0.06903840601444244","0.06903840601444244","0.06903840601444244","0.8328064680099487","0.8328064680099487","0.8328064680099487","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.5146132707595825","0.5146132707595825","0.5146132707595825","0.29413139820098877","0.29413139820098877","0.29413139820098877","0","0","0","0.4952659010887146","0.4952659010887146","0.4952659010887146","0.17525412142276764","0.17525412142276764","0.17525412142276764","0","0","0","0.8610954880714417","0.8610954880714417","0.8610954880714417","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.5900983214378357","0.5900983214378357","0.5900983214378357","0.2907421886920929","0.2907421886920929","0.2907421886920929","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.48811954259872437","0.48811954259872437","0.48811954259872437","0.23593169450759888","0.23593169450759888","0.23593169450759888","0.02500000037252903","0.02500000037252903","0.02500000037252903","0.8662421107292175","0.8662421107292175","0.8662421107292175","0.11246494203805923","0.11246494203805923","0.11246494203805923","0.4436434805393219","0.4436434805393219","0.4436434805393219","0.438894122838974","0.438894122838974","0.438894122838974","0","0","0","0.530789315700531","0.530789315700531","0.530789315700531","0.10920460522174835","0.10920460522174835","0.10920460522174835","0.10340701788663864","0.10340701788663864","0.10340701788663864","0.8052774667739868","0.8052774667739868","0.8052774667739868","0.05000000074505806","0.05000000074505806","0.05000000074505806","0.3239748775959015","0.3239748775959015","0.3239748775959015","0.2748350203037262","0.2748350203037262","0.2748350203037262","0","0","0","0.13577041029930115","0.13577041029930115","0.13577041029930115","0.2555254101753235","0.2555254101753235","0.2555254101753235","0","0","0"
